,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
1903,Service médiocre !,1,"Service médiocre !
Ouverture d'un dossier de réclamation suite à une panne de mon Robot Monsieur Cuisine Plus (il produit des étincelles et fait sauter les plombs lors de l'utilisation).
J'ai ouvert le dossier le 05.11.2019, on m'indique que je serais recontacté d'ici quelques jours. Le 12.11.2019, pas de retour, je relance, on me demande de patienter encore quelques jours, si au bout d'une semaine personne ne m'a recontacté, je dois relancer. 
Le 18.11.19, je relance donc une 2ème fois, pas d'informations supplémentaires sur l'avance, on me dit simplement qu'ils vont relancer le SAV et qu'un mail m'a été envoyé. Je relance le 19.11.2019, toujours pas plus d'informations, si ce n'est qu'ils ont fait une erreur dans mon adresse mail, étonnée de cette réponse, je précise à l'interlocuteur que j'ai pris le soin d'épeler mon nom lors de l'ouverture du dossier. Il m'indique qu'il a bien fait la modification et qu'il relance le SAV. Une semaine s'écoule et toujours rien, pas d'appel ni de mail. Je relance le 26.11.2019 cette fois-ci de façon peu agréable. La personne que j'ai en ligne vérifie avec moi les informations du dossier et qu'elle surprise, encore une erreur dans mon adresse mail !! (exactement la même que celle détectée lors de mon appel du 19.11.2019 qui soit disant a bien été modifiée). 
Depuis le 18.11.2019, je n'ai aucune nouvelle. Mon interlocuteur me précise qu'un mail m'a été envoyé le 26.11.2019 (soit le jour même) mais forcement avec l'erreur dans le nom de mon adresse mail, je n'ai rien reçu.
La personne me donne plus d'information à savoir : 
- le dossier était auprès du service qualité depuis le 05.11.2019 qui fait une enquête par rapport au problème déclaré.
- le 18.11.2019, le dossier est envoyé au SAV par le service qualité. 
Je décide de rappeler le 27.11.2019 pour avoir directement le SAV du fabricant.
Lorsque quelqu'un prend en charge mon appel, on m'explique que le problème n'est pas très clair (l'appareil produit des étincelles);
Etonnant, sachant que le service qualité a pris 3 semaines pour faire son enquête !
Il s'est donc écoulée 3 semaines avant d'avoir enfin des informations, suite à plusieurs relance de ma part, scandaleux quand on sait que le produit est encore sous garantie.
Qui plus est, ce SAV prend vraiment les gens pour des simples d'esprits.",2019-11-27T16:19:06.000Z,,,"Service médiocre ! Service médiocre !
Ouverture d'un dossier de réclamation suite à une panne de mon Robot Monsieur Cuisine Plus (il produit des étincelles et fait sauter les plombs lors de l'utilisation).
J'ai ouvert le dossier le 05.11.2019, on m'indique que je serais recontacté d'ici quelques jours. Le 12.11.2019, pas de retour, je relance, on me demande de patienter encore quelques jours, si au bout d'une semaine personne ne m'a recontacté, je dois relancer. 
Le 18.11.19, je relance donc une 2ème fois, pas d'informations supplémentaires sur l'avance, on me dit simplement qu'ils vont relancer le SAV et qu'un mail m'a été envoyé. Je relance le 19.11.2019, toujours pas plus d'informations, si ce n'est qu'ils ont fait une erreur dans mon adresse mail, étonnée de cette réponse, je précise à l'interlocuteur que j'ai pris le soin d'épeler mon nom lors de l'ouverture du dossier. Il m'indique qu'il a bien fait la modification et qu'il relance le SAV. Une semaine s'écoule et toujours rien, pas d'appel ni de mail. Je relance le 26.11.2019 cette fois-ci de façon peu agréable. La personne que j'ai en ligne vérifie avec moi les informations du dossier et qu'elle surprise, encore une erreur dans mon adresse mail !! (exactement la même que celle détectée lors de mon appel du 19.11.2019 qui soit disant a bien été modifiée). 
Depuis le 18.11.2019, je n'ai aucune nouvelle. Mon interlocuteur me précise qu'un mail m'a été envoyé le 26.11.2019 (soit le jour même) mais forcement avec l'erreur dans le nom de mon adresse mail, je n'ai rien reçu.
La personne me donne plus d'information à savoir : 
- le dossier était auprès du service qualité depuis le 05.11.2019 qui fait une enquête par rapport au problème déclaré.
- le 18.11.2019, le dossier est envoyé au SAV par le service qualité. 
Je décide de rappeler le 27.11.2019 pour avoir directement le SAV du fabricant.
Lorsque quelqu'un prend en charge mon appel, on m'explique que le problème n'est pas très clair (l'appareil produit des étincelles);
Etonnant, sachant que le service qualité a pris 3 semaines pour faire son enquête !
Il s'est donc écoulée 3 semaines avant d'avoir enfin des informations, suite à plusieurs relance de ma part, scandaleux quand on sait que le produit est encore sous garantie.
Qui plus est, ce SAV prend vraiment les gens pour des simples d'esprits.",0,0,0,1,0
1904,Pour moi mon avis est favorable,5,"Pour moi mon avis est favorable , j'avais un litige sur deux produits électrique,( Viseuse sans fil et projecteur led ), bon contact avec le service approprié  et en une semaine tout a été réglé, échange pour la visseuse et remboursement pour le projecteur. Nickel . Quand c'est bien il faut aussi le faire savoir",2019-11-26T19:10:39.000Z,,,"Pour moi mon avis est favorable Pour moi mon avis est favorable , j'avais un litige sur deux produits électrique,( Viseuse sans fil et projecteur led ), bon contact avec le service approprié  et en une semaine tout a été réglé, échange pour la visseuse et remboursement pour le projecteur. Nickel . Quand c'est bien il faut aussi le faire savoir",0,0,0,1,0
1905,Bonjour je trouve lamentable le service…,1,"Bonjour je trouve lamentable le service après vente de lidl j'ai un soucis avec mon robot connect cuisine depuis deux semaines soit disant que le sav devait m'appelé depuis aucune nouvelle j'ai appellé hier et aujourd'hui soit disant qu'ils ont un problème informatique. Lidl est bon a vendre mais dès que vous avez un soucis plus personne, moi en tout cas si je n'ai personne qui me contacte aujourd'hui ou demain je mets en place mon assurance juridique il faut qu'il arrete ce sont des arnaqueurs pur et simple",2019-11-26T08:38:13.000Z,,,"Bonjour je trouve lamentable le service… Bonjour je trouve lamentable le service après vente de lidl j'ai un soucis avec mon robot connect cuisine depuis deux semaines soit disant que le sav devait m'appelé depuis aucune nouvelle j'ai appellé hier et aujourd'hui soit disant qu'ils ont un problème informatique. Lidl est bon a vendre mais dès que vous avez un soucis plus personne, moi en tout cas si je n'ai personne qui me contacte aujourd'hui ou demain je mets en place mon assurance juridique il faut qu'il arrete ce sont des arnaqueurs pur et simple",0,0,0,1,0
1906,Je trouve scandaleux quand les bouquets…,1,"Je trouve scandaleux quand les bouquets de rose sont à un euros et les caissières disent c'est un bouquet par personne je trouve ça HONTEUX car si les bouquets sont à un euros on peut en prendre tant qu'on veut puisque l'on paie c'est pareil pour les caisses à un euros, il y a du favoritisme car d'une caissiere à l'autre c'est pas la même chose. Tant que l'on paie dans votre magasin tout est à vendre et en plus surveiller les consommateurs pour de simple bouquet de rose quand on paie il y a pas de règle !!!! HONTEUX",2019-11-25T12:27:13.000Z,,,"Je trouve scandaleux quand les bouquets… Je trouve scandaleux quand les bouquets de rose sont à un euros et les caissières disent c'est un bouquet par personne je trouve ça HONTEUX car si les bouquets sont à un euros on peut en prendre tant qu'on veut puisque l'on paie c'est pareil pour les caisses à un euros, il y a du favoritisme car d'une caissiere à l'autre c'est pas la même chose. Tant que l'on paie dans votre magasin tout est à vendre et en plus surveiller les consommateurs pour de simple bouquet de rose quand on paie il y a pas de règle !!!! HONTEUX",1,0,0,0,0
1907,pommes de terre en ce moment en promo,1,"pommes de terre en ce moment en promo, toutes noires quand on les coupe, et celles qu'on peut récupérer, dures, in mangeables, gratin, purée, robe des champs c'est pas possible elles ont trop mauvais goût",2019-11-25T11:28:01.000Z,,,"pommes de terre en ce moment en promo pommes de terre en ce moment en promo, toutes noires quand on les coupe, et celles qu'on peut récupérer, dures, in mangeables, gratin, purée, robe des champs c'est pas possible elles ont trop mauvais goût",1,0,0,0,0
1908,Voilà j'expose mon problème j'ai acheté…,1,"Voilà j'expose mon problème j'ai acheté un perforateur il y a quelques temps je m'en suis servi et il est tombé en panne je l'ai envoyé en réparation depuis le mois de juillet 2019 actuellement nous sommes en novembre et je n'ai toujours pas été remboursé ni reçu un perforateur réparer je suis scandalisé par la négligence de cette chaîne de magasins qui se dit élu service client de l'année c'est une honte dans le monde du commerce lorsque vous appelez et que vous réclamer  on vous balade et lorsque vous montez le ton on vous raccroche au nez voilà le service client de l'année  qui est annoncé par le distributeur Lidl, un bon conseil fuyez et n'achetez plus chez eux c'est tout simplement ce qu'il mérite on nous fait croire avec des belles pubs que c'est l'affaire du siècle tous les articles qu'il y a chez eux mais en fait il faut dire ce qui est c est de la mer..... et vous voyez en plus on est censuré on ne peut même pas mettre les adjectifs que l'on souhaite j'ai mis une étoile car on ne peut pas mettre moins!",2019-11-22T10:43:37.000Z,,,"Voilà j'expose mon problème j'ai acheté… Voilà j'expose mon problème j'ai acheté un perforateur il y a quelques temps je m'en suis servi et il est tombé en panne je l'ai envoyé en réparation depuis le mois de juillet 2019 actuellement nous sommes en novembre et je n'ai toujours pas été remboursé ni reçu un perforateur réparer je suis scandalisé par la négligence de cette chaîne de magasins qui se dit élu service client de l'année c'est une honte dans le monde du commerce lorsque vous appelez et que vous réclamer  on vous balade et lorsque vous montez le ton on vous raccroche au nez voilà le service client de l'année  qui est annoncé par le distributeur Lidl, un bon conseil fuyez et n'achetez plus chez eux c'est tout simplement ce qu'il mérite on nous fait croire avec des belles pubs que c'est l'affaire du siècle tous les articles qu'il y a chez eux mais en fait il faut dire ce qui est c est de la mer..... et vous voyez en plus on est censuré on ne peut même pas mettre les adjectifs que l'on souhaite j'ai mis une étoile car on ne peut pas mettre moins!",0,0,0,1,0
1909,SAV et service client incompétent,1,"J'ai acheté un gaufrier au Lidl de Sainte Maxime certes pas cher, je me doutais que je ne le garderais pas des années mais il est tombé en panne au milieu de la 1ère utilisation.

J'ai envoyé un mail au service client il y a un mois maintenant. Ils ont mis une semaine à me répondre et me demander la liste des informations nécessaires. J'ai tout renvoyé immédiatement et j'attend maintenant depuis 3 semaines 1/2 un retour du service SAV… j'ai relancé il y a une semaine et je n'ai eu aucun retour de personne.

Je suis scandalisée par cette négligence commerciale face à un client en panne le jour même de l'achat et qui dois se battre pour être entendu !",2019-11-22T10:29:10.000Z,,,"SAV et service client incompétent J'ai acheté un gaufrier au Lidl de Sainte Maxime certes pas cher, je me doutais que je ne le garderais pas des années mais il est tombé en panne au milieu de la 1ère utilisation.

J'ai envoyé un mail au service client il y a un mois maintenant. Ils ont mis une semaine à me répondre et me demander la liste des informations nécessaires. J'ai tout renvoyé immédiatement et j'attend maintenant depuis 3 semaines 1/2 un retour du service SAV… j'ai relancé il y a une semaine et je n'ai eu aucun retour de personne.

Je suis scandalisée par cette négligence commerciale face à un client en panne le jour même de l'achat et qui dois se battre pour être entendu !",0,0,0,1,0
1910,Je viens de faire une omelette avec un…,2,"Je viens de faire une omelette avec un bocal de cèpes et je me dis qu'il est temps d'écrire un avis sur Lidl :
- la taille d'un magasin Lidl est agréable
- la qualité des produits hors nourriture est une catastrophe. les produits de bricolage ne valent rien, chaque euro dépensé est une honte pour la demande d'une consommation écologique et responsable, ça casse presque immédiatement !!!
- la nourriture est de plus en plus chère et les produits soit disant au dessus du panier ne valent rien !!! je viens de faire une omelette avec des giroles en bocal de chez Lidl et les giroles n'ont aucun gout, je dirai même qu'elles détruisent le gout de l'oeuf de chez Lidl, d'ailleurs soit disant bio ... je me pose là aussi de grosses questions",2019-11-21T20:30:43.000Z,,,"Je viens de faire une omelette avec un… Je viens de faire une omelette avec un bocal de cèpes et je me dis qu'il est temps d'écrire un avis sur Lidl :
- la taille d'un magasin Lidl est agréable
- la qualité des produits hors nourriture est une catastrophe. les produits de bricolage ne valent rien, chaque euro dépensé est une honte pour la demande d'une consommation écologique et responsable, ça casse presque immédiatement !!!
- la nourriture est de plus en plus chère et les produits soit disant au dessus du panier ne valent rien !!! je viens de faire une omelette avec des giroles en bocal de chez Lidl et les giroles n'ont aucun gout, je dirai même qu'elles détruisent le gout de l'oeuf de chez Lidl, d'ailleurs soit disant bio ... je me pose là aussi de grosses questions",1,1,0,0,0
1911,Je vien d acheter une cuisine en bois…,1,Je vien d acheter une cuisine en bois pour enfant a l'ouverture du carton grande surprise il manque plein de pièces pour pouvoir la monté donc retour au magasin en reprendre une autre en espérant que celle ci soit complète ...,2019-11-21T17:59:44.000Z,,,Je vien d acheter une cuisine en bois… Je vien d acheter une cuisine en bois pour enfant a l'ouverture du carton grande surprise il manque plein de pièces pour pouvoir la monté donc retour au magasin en reprendre une autre en espérant que celle ci soit complète ...,0,1,0,1,0
1912,Caissière effrontée mal poli du jamais…,1,Caissière effrontée mal poli du jamais vu LIDL Haguenau samedi 16 Novembre 2019 C'est honteux d'embaucher des personnes pareilles,2019-11-18T09:25:54.000Z,,,Caissière effrontée mal poli du jamais… Caissière effrontée mal poli du jamais vu LIDL Haguenau samedi 16 Novembre 2019 C'est honteux d'embaucher des personnes pareilles,1,0,0,0,0
1913,En regle generale ça devient de plus en…,1,"En regle generale ça devient de plus en plus mauvais et plus cher . la j'ai fai l'erreur d'acheter de la mortadelle (dulano selection (mortadella bologna IGP ), avec le petit plus ""le gout d'urine"" donc 1.50 foutu direct à la poubelle c'est imangeable ,dégeulasse .",2019-11-17T12:42:52.000Z,,,"En regle generale ça devient de plus en… En regle generale ça devient de plus en plus mauvais et plus cher . la j'ai fai l'erreur d'acheter de la mortadelle (dulano selection (mortadella bologna IGP ), avec le petit plus ""le gout d'urine"" donc 1.50 foutu direct à la poubelle c'est imangeable ,dégeulasse .",1,1,0,0,0
1914,C'est abusé quand même quand tu vois le…,1,C'est abusé quand même quand tu vois le chef de magasin à Revin qui a une palette avec un tire PAL électrique et une pauvre nana une grosse palette qui tire avec un tire pâle à main honteux de voire ça.,2019-11-15T11:38:45.000Z,,,C'est abusé quand même quand tu vois le… C'est abusé quand même quand tu vois le chef de magasin à Revin qui a une palette avec un tire PAL électrique et une pauvre nana une grosse palette qui tire avec un tire pâle à main honteux de voire ça.,0,0,1,0,0
1915,Bonjour oui les prix de plus en plus…,1,Bonjour oui les prix de plus en plus chère on trouve moins chères ailleurs c est bien dommage c est comme les toutes petites peluches que vous faites payer 2 €  surtout que du fric on n'a laisser pas mal encore un truc à vous mettre dans la poche de plus en plus déçu  par ce magasin,2019-11-14T15:00:48.000Z,,,Bonjour oui les prix de plus en plus… Bonjour oui les prix de plus en plus chère on trouve moins chères ailleurs c est bien dommage c est comme les toutes petites peluches que vous faites payer 2 €  surtout que du fric on n'a laisser pas mal encore un truc à vous mettre dans la poche de plus en plus déçu  par ce magasin,1,0,0,0,0
